회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
현대코퍼레이션홀딩스,227840,2015-10-23,2021,12월,음·식료품 및 담배 도매업,"236,403,617","38,820,092","197,583,525","110,497,086",-14,"10,991,622",13,"12,082,291",-31
엔케이맥스,182400,2015-10-23,2021,12월,기초 의약물질 및 생물학적 제제 제조업,"207,468,258","41,934,764","165,533,494","11,252,167",20,"-22,272,770",-12,"-23,980,726",21
KH 건설,226360,2015-10-22,2021,12월,토목 건설업,"189,309,488","67,028,955","122,280,533","49,141,456",-1,"3,827,854",-10,"-2,468,063",90
티씨엠생명과학,228180,2015-10-22,-,-,자연과학 및 공학 연구개발업,0,0,0,0,0,0,0,0,0
엑시콘,092870,2015-10-22,2021,12월,특수 목적용 기계 제조업,"136,287,176","20,942,704","115,344,472","66,186,071",-1,"6,280,558",-24,"19,842,892",88
엄지하우스,224810,2015-10-21,2020,12월,실내건축 및 건축마무리 공사업,"44,931,106","17,163,728","27,767,378","69,344,130",-3,"2,564,316",-11,"3,531,347",73
메디쎄이,200580,2015-10-20,2021,12월,의료용 기기 제조업,"36,590,738","12,328,475","24,262,263","20,800,392",10,"3,579,825",63,"4,515,364",319
이베스트스팩3호,225440,2015-10-19,-,-,기타 금융업,0,0,0,0,0,0,0,0,0
뉴지랩파마,214870,2015-10-13,2021,12월,기계장비 및 관련 물품 도매업,"134,695,920","76,222,495","58,473,425","25,229,640",-53,"-9,932,256",-58,"-35,506,841",-205
케이엠제약,225430,2015-10-08,2021,12월,기타 화학제품 제조업,"53,067,331","12,769,804","40,297,527","22,705,128",-1,"866,138",21,"-219,779",-146
한송네오텍,226440,2015-10-06,2021,12월,특수 목적용 기계 제조업,"82,733,698","39,795,256","42,938,442","26,287,627",35,"497,380",16,"-601,678",-4
패션플랫폼,225590,2015-10-05,2021,12월,봉제의복 제조업,"60,783,148","14,637,029","46,146,119","71,873,801",23,"4,386,180",150,"4,405,232",306
LIG넥스원,079550,2015-10-02,2021,12월,무기 및 총포탄 제조업,"2,569,030,459","1,805,726,074","763,304,385","1,820,020,013",13,"97,226,513",51,"105,055,806",81
타이거일렉,219130,2015-09-25,2021,12월,전자부품 제조업,"71,068,625","19,554,393","51,514,232","50,317,509",15,"2,303,795",-60,"3,154,717",-28
제너셈,217190,2015-09-25,2021,12월,특수 목적용 기계 제조업,"67,867,117","40,302,116","27,565,001","59,727,439",42,"5,633,813",639,"5,243,106",595
넥슨게임즈,225570,2015-09-25,2021,12월,소프트웨어 개발 및 공급업,"126,769,758","65,156,388","61,613,370","63,084,058",-22,"-3,973,508",-115,"-7,962,227",-130
HDC랩스,039570,2015-09-24,2021,12월,전기 및 통신 공사업,"412,145,596","145,569,534","266,576,062","274,476,555",5,"9,686,229",-37,"9,781,243",-37
동일제강,002690,2015-09-24,2021,12월,1차 철강 제조업,"180,512,781","26,964,609","153,548,173","182,235,774",48,"7,872,984","6,284","8,250,673","2,616"
인포마크,175140,2015-09-23,2021,12월,통신 및 방송 장비 제조업,"42,002,607","27,330,432","14,672,175","46,673,244",7,"-2,650,979",68,"-6,159,701",43
디와이엘엔제이,207230,2015-09-14,-,-,절연선 및 케이블 제조업,0,0,0,0,0,0,0,0,0
카이노스메드,220250,2015-09-10,-,-,자연과학 및 공학 연구개발업,0,0,0,0,0,0,0,0,0
유진스팩3호,221200,2015-09-09,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
쿠첸,225650,2015-09-04,-,-,가정용 기기 제조업,0,0,0,0,0,0,0,0,0
씨아이에스,222080,2015-09-02,2021,12월,특수 목적용 기계 제조업,"316,578,992","202,689,408","113,889,584","132,597,261",12,"16,616,254",19,"-23,508,059",-433
맘스터치,220630,2015-08-28,-,-,음·식료품 및 담배 도매업,0,0,0,0,0,0,0,0,0
교보5호스팩,223040,2015-08-27,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
에이텍티앤,224110,2015-08-25,2021,12월,통신 및 방송 장비 제조업,"44,567,737","5,196,952","39,370,786","25,455,799",-4,"557,385",-66,"5,164,712",154
웹스,196700,2015-08-24,2021,12월,합성고무 및 플라스틱 물질 제조업,"63,519,544","25,863,650","37,655,894","30,743,582",14,"1,949,020",-11,"-3,389,688",-306
AJ네트웍스,095570,2015-08-21,2021,12월,산업용 기계 및 장비 임대업,"1,198,209,312","825,420,972","372,788,340","485,523,716",7,"56,473,577",12,"74,063,252",332
케이비드림3호스팩,221950,2015-08-21,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
파인텍,131760,2015-08-17,2021,12월,특수 목적용 기계 제조업,"68,408,390","40,593,752","27,814,638","47,615,010",-25,"-3,403,363",57,"-9,428,729",69
세토피아,222810,2015-08-13,2020,12월,소프트웨어 개발 및 공급업,"45,126,972","6,727,627","38,399,345","8,043,121",-27,"-3,629,035",8,"-12,589,808",65
흥국에프엔비,189980,2015-08-07,2021,12월,비알코올음료 및 얼음 제조업,"122,671,160","46,173,241","76,497,919","59,273,534",22,"5,873,896",147,"6,663,363",54
심텍,222800,2015-08-07,2021,12월,전자부품 제조업,"708,377,554","360,049,894","348,327,661","1,168,495,548",13,"149,881,117",92,"160,889,750",210
쎄노텍,222420,2015-08-06,2021,12월,기타 비금속 광물제품 제조업,"89,616,601","58,494,876","31,121,725","32,885,094",40,"2,671,761",206,"1,262,774",117
칩스앤미디어,094360,2015-08-05,2021,12월,반도체 제조업,"46,168,001","7,959,686","38,208,315","19,979,567",29,"5,208,680",119,"6,276,796",227
케이비제8호스팩,222390,2015-08-05,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
엔에스컴퍼니,224760,2015-07-31,2021,12월,토목 건설업,"50,942,332","15,641,822","35,300,510","41,182,766",-25,"-399,422",-111,"953,365",-72
정다운,224090,2015-07-31,-,-,"도축, 육류 가공 및 저장 처리업",0,0,0,0,0,0,0,0,0
아시아경제,127710,2015-07-31,2021,12월,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업","237,323,765","78,968,903","158,354,862","42,841,715",9,"4,306,675",-3,"25,366,772",790
아이쓰리시스템,214430,2015-07-30,2021,12월,전자부품 제조업,"107,674,148","34,431,373","73,242,774","79,723,132",19,"1,410,841",83,"3,357,324",11
로지시스,067730,2015-07-29,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","26,248,059","7,460,622","18,787,437","34,193,506",4,"1,052,929",158,"2,068,744",345
플럼라인생명과학,222670,2015-07-28,2021,12월,자연과학 및 공학 연구개발업,"1,251,835","3,070,504","-1,818,669",0,0,"-1,558,579",2,"-1,814,877",-18
켐트로스,220260,2015-07-27,2021,12월,기타 화학제품 제조업,"95,236,850","40,262,887","54,973,963","48,294,721",10,"3,836,844",206,"4,409,197",193
파마리서치,214450,2015-07-24,2021,12월,의료용품 및 기타 의약 관련제품 제조업,"393,555,161","83,554,517","310,000,644","138,555,801",33,"52,838,452",44,"49,424,435",45
펩트론,087010,2015-07-22,2021,12월,기초 의약물질 및 생물학적 제제 제조업,"77,868,954","15,586,163","62,282,791","6,624,512",112,"-15,658,526",11,"-15,041,985",18
디와이디,219550,2015-07-22,2021,12월,생활용품 도매업,"8,453,731","5,040,725","3,413,006","14,048,424",-53,"-9,414,673",-10,"-41,651,013",-310
한화에이스스팩2호,219860,2015-07-20,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
이노션,214320,2015-07-17,2021,12월,광고업,"934,428,241","322,832,498","611,595,743","444,963,128",37,"26,830,442",54,"29,068,754",57
유안타제2호스팩,219960,2015-07-17,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
토니모리,214420,2015-07-10,2021,12월,기타 화학제품 제조업,"181,680,485","60,329,762","121,350,723","89,563,343",-8,"-6,747,441",67,"-9,437,773",76
로지스몬,223220,2015-07-09,2021,12월,소프트웨어 개발 및 공급업,"4,407,996","3,724,268","683,729","186,942",30,"-1,492,366",-60,"-1,719,205",-53
비엘헬스케어,086220,2015-07-09,2021,12월,기타 식품 제조업,"60,771,071","44,054,114","16,716,958","57,773,161",42,"848,247",181,"438,500",-87
미래에셋생명,085620,2015-07-08,2021,12월,보험업,"41,964,487,719","40,046,145,045","1,918,342,673","3,427,303,691",-2,"126,483,984",-6,"96,127,148",1
솔트웍스,222520,2015-07-08,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
키움스팩3호,218710,2015-07-06,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
동운아나텍,094170,2015-06-30,2021,12월,반도체 제조업,"63,198,431","42,783,364","20,415,068","50,661,221",-28,"-15,794,805",-779,"-14,870,707","-1,970"
골든브릿지제3호스팩,219580,2015-06-30,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
헥토이노베이션,214180,2015-06-30,2021,12월,기타 정보 서비스업,"155,193,549","16,010,343","139,183,206","71,478,571",14,"24,940,138",32,"21,405,755",22
RFHIC,218410,2015-06-30,2021,12월,통신 및 방송 장비 제조업,"389,354,280","109,083,452","280,270,828","67,178,241",23,"3,115,308",218,"6,028,945",198
유테크,178780,2015-06-30,2021,12월,상품 종합 도매업,"16,283,611","2,541,296","13,742,314","8,177,232",-66,"-16,469,769",-933,"-15,339,956",-74
인바이츠바이오코아,216400,2015-06-29,2021,12월,자연과학 및 공학 연구개발업,"80,081,158","54,780,934","25,300,224","20,233,763",-14,"2,268,751",6,"708,545",-64
유투바이오,221800,2015-06-29,2021,12월,기타 과학기술 서비스업,"41,334,269","19,810,621","21,523,648","50,552,624",110,"9,027,233",851,"9,236,341",723
경보제약,214390,2015-06-29,2021,12월,기초 의약물질 및 생물학적 제제 제조업,"236,979,153","91,278,423","145,700,730","170,659,645",-20,"-6,624,844",-176,"-7,495,179",-179
켐온,217600,2015-06-26,2021,12월,자연과학 및 공학 연구개발업,"80,322,140","21,369,843","58,952,297","29,139,837",17,"4,076,505",67,"4,370,495",127
이큐셀,160600,2015-06-26,2021,12월,특수 목적용 기계 제조업,"23,211,679","7,494,865","15,716,814","15,090,264",888,"302,939",888,"1,006,267",888
코아스템,166480,2015-06-26,2021,12월,의약품 제조업,"63,563,652","48,806,324","14,757,328","1,211,600",-34,"-14,445,683",-54,"-8,961,618",62
에스엘바이오닉스,214310,2015-06-25,2021,12월,반도체 제조업,"74,185,765","26,591,653","47,594,112","21,927,545",-23,"-7,326,151",-120,"-3,929,004",-43
드림티엔터테인먼트,220110,2015-06-24,-,-,"그외 기타 전문, 과학 및 기술 서비스업",0,0,0,0,0,0,0,0,0
SK디앤디,210980,2015-06-23,2021,12월,부동산 임대 및 공급업,"1,740,376,531","1,097,018,806","643,357,725","651,604,729",18,"66,750,649",-28,"123,398,721",103
씨앗,103660,2015-06-22,2020,12월,기타 화학제품 제조업,"27,194,773","25,524,560","1,670,213","19,687,639",-22,"-1,740,207","-3,162","-4,158,901",-31
베셀,177350,2015-06-19,2021,12월,특수 목적용 기계 제조업,"71,001,980","39,911,665","31,090,316","11,397,688",-83,"-7,544,285",-308,"-1,431,651",-145
미래생명자원,218150,2015-06-18,2021,12월,동물용 사료 및 조제식품 제조업,"51,861,442","18,846,427","33,015,015","39,687,874",23,"1,833,161",33,"1,136,165",11
넵튠,217270,2015-06-18,2021,12월,소프트웨어 개발 및 공급업,"472,761,081","53,890,962","418,870,120","5,035,015",-32,"-3,470,937",-256,"85,298,645",48
싸이맥스,160980,2015-06-17,2021,12월,특수 목적용 기계 제조업,"209,381,080","58,782,540","150,598,540","223,529,611",40,"33,127,344",44,"26,283,415",15
러셀,217500,2015-06-16,2021,12월,특수 목적용 기계 제조업,"63,081,212","13,590,645","49,490,566","47,599,970",63,"5,765,703",78,"6,216,597",195
픽셀플러스,087600,2015-06-12,2021,12월,전자부품 제조업,"92,621,023","8,299,187","84,321,836","50,603,998",29,"3,350,669",244,"3,746,156",-5
엔에이치스팩7호,217810,2015-06-12,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
디딤,217620,2015-06-10,2020,12월,음식점업,"82,903,636","77,628,548","5,275,088","78,228,967",-33,"-11,188,109",-352,"-29,870,981","-1,439"
제노포커스,187420,2015-05-29,2021,12월,기초 의약물질 및 생물학적 제제 제조업,"95,873,997","34,012,831","61,861,166","10,141,484",-39,"211,483",113,"6,174,001",185
틸론,217880,2015-05-28,2021,12월,소프트웨어 개발 및 공급업,"33,237,858","28,897,030","4,340,828","12,593,664",38,"-1,495,275",68,"924,454",110
미래에셋제3호스팩,215750,2015-05-22,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
대우스팩3호,215580,2015-05-19,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
관악산업,076340,2015-05-18,2021,12월,기반조성 및 시설물 축조관련 전문공사업,"85,488,156","16,954,257","68,533,899","160,573,912",-4,"6,255,223",24,"6,518,635",22
우정바이오,215380,2015-05-18,2021,12월,자연과학 및 공학 연구개발업,"100,136,135","68,675,656","31,460,479","31,237,784",-16,"-3,526,488",33,"-1,925,760",82
토박스코리아,215480,2015-05-13,2021,12월,"섬유, 의복, 신발 및 가죽제품 소매업","31,183,871","2,761,672","28,422,200","27,956,504",10,"2,383,809",180,"3,191,369",191
이노인스트루먼트,215790,2015-05-08,2021,12월,통신 및 방송 장비 제조업,"97,011,598","3,559,698","93,451,900","8,903,664",38,"1,088,704",204,"9,995,997",84
우리산업,215360,2015-05-06,2021,12월,자동차 신품 부품 제조업,"238,413,068","121,961,150","116,451,918","269,543,072",-1,"-8,372,540",-187,"901,603",-81
메가스터디교육,215200,2015-05-04,2021,12월,일반 교습 학원,"648,751,667","325,431,015","323,320,653","622,543,381",51,"93,603,324",199,"80,017,607",247
썬테크,217320,2015-04-29,2021,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","13,382,870","9,526,435","3,856,435","16,794,341",-18,"392,023",9,"447,217",223
원텍,216280,2015-04-29,-,-,의료용 기기 제조업,0,0,0,0,0,0,0,0,0
휴센텍,215090,2015-04-28,2021,12월,"측정,시험,항해,제어및기타정밀기기제조;광학기기제외","103,510,431","76,403,780","27,106,651","8,659,141",-53,"-9,490,290","-3,501","-30,389,011",-922
로보로보,215100,2015-04-22,2021,12월,기타 전기장비 제조업,"30,641,258","638,310","30,002,948","5,802,015",32,"-773,673",51,"-1,697,125",42
디알텍,214680,2015-04-20,2021,12월,의료용 기기 제조업,"92,729,744","46,235,085","46,494,660","62,637,503",31,"2,934,797",192,"2,346,581",144
에이비프로바이오,195990,2015-04-13,2021,12월,특수 목적용 기계 제조업,"183,638,680","28,341,103","155,297,577","12,277,436",-50,"-4,530,944",-390,"-4,431,157",91
골프존,215000,2015-04-03,2021,12월,소프트웨어 개발 및 공급업,"453,214,136","164,517,688","288,696,449","413,298,839",47,"105,538,794",104,"74,185,362",104
클래시스,214150,2015-04-03,2021,12월,의료용 기기 제조업,"216,131,572","52,611,495","163,520,077","100,343,763",32,"51,708,415",27,"43,800,595",15
SK1호스팩,207930,2015-03-31,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
비엔디생활건강,215050,2015-03-30,2021,12월,기타 화학제품 제조업,"14,325,998","15,185,711","-859,713","6,972,585",-57,"-4,408,156",-546,"-6,476,500","-2,416"
엔에스쇼핑,138250,2015-03-27,-,-,무점포 소매업,0,0,0,0,0,0,0,0,0
FSN,214270,2015-03-25,2021,12월,소프트웨어 개발 및 공급업,"173,745,366","30,992,329","142,753,038","40,766,932",25,"1,173,697",190,"-7,269,331",58
다이나믹디자인,145210,2015-03-19,2021,12월,특수 목적용 기계 제조업,"98,713,688","57,623,667","41,090,021","27,513,392",-35,"-15,655,496",-116,"-15,451,887",53
포시에스,189690,2015-02-11,2021,06월,소프트웨어 개발 및 공급업,"63,443,161","2,930,554","60,512,607","22,960,465",14,"4,876,298",5,"4,153,310",-17
덕산네오룩스,213420,2015-02-06,2021,12월,전자부품 제조업,"336,564,762","49,558,048","287,006,714","191,358,001",32,"50,982,429",27,"46,834,488",40
골든브릿지제2호스팩,206660,2015-02-05,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
한솔제지,213500,2015-01-26,2021,12월,"펄프, 종이 및 판지 제조업","1,808,010,624","1,108,518,598","699,492,026","1,627,788,934",9,"69,637,209",-22,"26,318,042",-59
디와이파워,210540,2015-01-15,2021,12월,특수 목적용 기계 제조업,"230,609,631","51,605,129","179,004,502","274,228,415",59,"11,733,565",85,"18,255,139",122
스튜디오산타클로스,204630,2014-12-29,2021,12월,창작 및 예술관련 서비스업,"114,518,109","55,991,599","58,526,509","34,525,693",130,"-330,314",92,"9,248,858",227
썸에이지,208640,2014-12-29,2021,12월,소프트웨어 개발 및 공급업,"51,138,902","3,306,217","47,832,685","36,538,491",406,"3,270,986",210,"17,557,187",678
듀켐바이오,176750,2014-12-29,2021,12월,의약품 제조업,"54,205,886","37,702,612","16,503,274","10,421,869",-33,"605,356",121,"1,608,194",122
바디텍메드,206640,2014-12-29,2021,12월,의료용품 및 기타 의약 관련제품 제조업,"173,109,538","25,001,554","148,107,985","141,042,988",10,"47,365,964",-22,"41,549,655",-7
국일신동,060480,2014-12-29,2021,12월,1차 비철금속 제조업,"53,022,841","5,500,953","47,521,888","28,137,779",11,"950,587",773,"867,990",826
와이제이엠게임즈,193250,2014-12-29,2021,12월,전자부품 제조업,"70,434,878","21,539,917","48,894,961","6,301,849",35,"-3,845,997",19,"-6,141,397",-10
휴메딕스,200670,2014-12-26,2021,12월,의약품 제조업,"195,866,651","72,039,024","123,827,627","93,693,159",16,"12,196,169",0,"8,990,432",-32
에이팩트,200470,2014-12-26,2021,12월,"그외 기타 전문, 과학 및 기술 서비스업","116,061,641","45,169,484","70,892,157","47,217,098",-4,"4,019,710",-38,"2,665,168",-60
오킨스전자,080580,2014-12-24,2021,12월,전자부품 제조업,"78,832,172","41,498,376","37,333,797","57,673,008",33,"3,014,624",166,"2,138,306",124
하나머스트3호스팩,208870,2014-12-24,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
바이오로그디바이스,208710,2014-12-24,2021,12월,전자부품 제조업,"72,592,951","40,869,832","31,723,119","75,962,829",3,"-1,570,184",-146,"-5,529,231",4
